Natalia Gomez‐Ospina,Stanford University,US,"CRISPR and Genetic Engineering
Lysosomal Storage Disorders Research
Metabolism and Genetic Disorders","Identification of preexisting adaptive immunity to Cas9 proteins in humans (1014 citations)
A high-fidelity Cas9 mutant delivered as a ribonucleoprotein complex enables efficient gene editing in human hematopoietic stem and progenitor cells (823 citations)
The C Terminus of the L-Type Voltage-Gated Calcium Channel CaV1.2 Encodes a Transcription Factor (393 citations)"
Natasha T. Strande,WinnMed,US,"Genomics and Rare Diseases
Cancer Genomics and Diagnostics
Genomic variations and chromosomal abnormalities","Performance of ACMG-AMP Variant-Interpretation Guidelines among Nine Laboratories in the Clinical Sequencing Exploratory Research Consortium (590 citations)
Calibration of computational tools for missense variant pathogenicity classification and ClinGen recommendations for PP3/BP4 criteria (582 citations)
Evaluating the Clinical Validity of Gene-Disease Associations: An Evidence-Based Framework Developed by the Clinical Genome Resource (580 citations)"
Nathalie Marle,Laboratoire de Génétique Cellulaire,FR,"Genomic variations and chromosomal abnormalities
Genomics and Rare Diseases
Genetics and Neurodevelopmental Disorders","Rare variants in the genetic background modulate cognitive and developmental phenotypes in individuals carrying disease-associated variants (221 citations)
Mutations in signal recognition particle SRP54 cause syndromic neutropenia with Shwachman-Diamond–like features (175 citations)
Molecular diagnosis of PIK3CA-related overgrowth spectrum (PROS) in 162 patients and recommendations for genetic testing (140 citations)"
Navya Shilpa Josyula,Geisinger Health System,US,"Genetic Associations and Epidemiology
Genomics and Rare Diseases
Neurogenetic and Muscular Disorders Research","Mapping the human genetic architecture of COVID-19 (1130 citations)
A catalog of genetic loci associated with kidney function from analyses of a million individuals (944 citations)
Genome-wide meta-analysis identifies 127 open-angle glaucoma loci with consistent effect across ancestries (507 citations)"
Naël Osmani,Université de Strasbourg,FR,"Cellular Mechanics and Interactions
Cell Adhesion Molecules Research
Cancer Cells and Metastasis","Fluids and their mechanics in tumour transit: shaping metastasis (420 citations)
Hemodynamic Forces Tune the Arrest, Adhesion, and Extravasation of Circulating Tumor Cells (343 citations)
Scrib Controls Cdc42 Localization and Activity to Promote Cell Polarization during Astrocyte Migration (225 citations)"
Neil A. Hanchard,National Human Genome Research Institute,US,"Genomics and Rare Diseases
Hemoglobinopathies and Related Disorders
Congenital heart defects research","Use of Exome Sequencing for Infants in Intensive Care Units (439 citations)
High-depth African genomes inform human migration and health (377 citations)
MARRVEL: Integration of Human and Model Organism Genetic Resources to Facilitate Functional Annotation of the Human Genome (228 citations)"
Nelly Jouayed Oundjian,Columbia University,US,"Cardiac electrophysiology and arrhythmias
Ion channel regulation and function
RNA and protein synthesis mechanisms","De Novo Missense Mutations in DHX30 Impair Global Translation and Cause a Neurodevelopmental Disorder (114 citations)
De novo BK channel variant causes epilepsy by affecting voltage gating but not Ca2+ sensitivity (58 citations)
Association of the missense variant p. Arg203Trp in PACS1 as a cause of intellectual disability and seizures (31 citations)"
Neville Patel,Waterbury Hospital,US,"Sarcoma Diagnosis and Treatment
Mitochondrial Function and Pathology
Cardiac pacing and defibrillation studies","Mutations in SLC25A46, encoding a UGO1-like protein, cause an optic atrophy spectrum disorder (208 citations)
Retrieval of an incidentally found migrated temporary epicardial pacing wire in the superior mesenteric artery of an elderly male patient in the Northeastern United States years post heart transplant: a case report (0 citations)
S2433 A Rare Case of Esophageal Perforation in Liposarcoma After Cryoablation (0 citations)"
Niall J. Lennon,Broad Institute,US,"Cancer Genomics and Diagnostics
Genomics and Rare Diseases
Advanced Breast Cancer Therapies","Structure, function and diversity of the healthy human microbiome (12146 citations)
The dynamics and regulators of cell fate decisions are revealed by pseudotemporal ordering of single cells (8133 citations)
An immunogenic personal neoantigen vaccine for patients with melanoma (3006 citations)"
Nicholas Stong,Bristol-Myers Squibb (United States),US,"Multiple Myeloma Research and Treatments
Protein Degradation and Inhibitors
Peptidase Inhibition and Analysis","Whole-exome sequencing in the evaluation of fetal structural anomalies: a prospective cohort study (620 citations)
MARRVEL: Integration of Human and Model Organism Genetic Resources to Facilitate Functional Annotation of the Human Genome (228 citations)
The Undiagnosed Diseases Network: Accelerating Discovery about Health and Disease (190 citations)"
Nicodème Paul,Université de Strasbourg,FR,"Cell Adhesion Molecules Research
Immunotherapy and Immune Responses
RNA Research and Splicing","Hemodynamic Forces Tune the Arrest, Adhesion, and Extravasation of Circulating Tumor Cells (343 citations)
Identification of clustered microRNAs using an ab initio prediction method (248 citations)
Mutations in signal recognition particle SRP54 cause syndromic neutropenia with Shwachman-Diamond–like features (175 citations)"
Niels Tommerup,University of Copenhagen,DK,"Genomic variations and chromosomal abnormalities
Genetics and Neurodevelopmental Disorders
Chromosomal and Genetic Variations","Autosomal sex reversal and campomelic dysplasia are caused by mutations in and around the SRY-related gene SOX9 (1623 citations)
Rubinstein-Taybi syndrome caused by mutations in the transcriptional co-activator CBP (1224 citations)
Chromosome instability and immunodeficiency syndrome caused by mutations in a DNA methyltransferase gene (1204 citations)"
Noah D. Friedman,,,"RNA modifications and cancer
BRCA gene mutations in cancer
Cancer Genomics and Diagnostics","Tumour lineage shapes BRCA-mediated phenotypes (412 citations)
The evolution of RET inhibitor resistance in RET-driven lung and thyroid cancers (120 citations)
IRF2BPL Is Associated with Neurological Phenotypes (115 citations)"
Nora B. Henrikson,Kaiser Permanente Washington Health Research Institute,US,"BRCA gene mutations in cancer
Economic and Financial Impacts of Cancer
Genomics and Rare Diseases","Screening for Colorectal Cancer (653 citations)
Screening for Adolescent Idiopathic Scoliosis (293 citations)
Understanding the contribution of family history to colorectal cancer risk and its clinical implications: A state‐of‐the‐science review (185 citations)"
Noriko Salamon,Olive View-UCLA Medical Center,US,"Advanced MRI Techniques and Applications
Glioma Diagnosis and Treatment
Epilepsy research and treatment","The clinicopathologic spectrum of focal cortical dysplasias: A consensus classification proposed by an ad hoc Task Force of the ILAE Diagnostic Methods Commission1 (1756 citations)
CT and MRI Early Vessel Signs Reflect Clot Composition in Acute Stroke (508 citations)
Assessment and surgical outcomes for mild type I and severe type II cortical dysplasia: A critical review and the UCLA experience (391 citations)"
Nurten Akarsu,,,"Congenital limb and hand anomalies
Hedgehog Signaling Pathway Studies
Craniofacial Disorders and Treatments","Genome Scan Meta-Analysis of Schizophrenia and Bipolar Disorder, Part III: Bipolar Disorder (572 citations)
Disruption of a long-range cis-acting regulator for Shh causes preaxial polydactyly (463 citations)
Sequence Analysis and Homology Modeling Suggest That Primary Congenital Glaucoma on 2p21 Results from Mutations Disrupting Either the Hinge Region or the Conserved Core Structures of Cytochrome P4501B1 (392 citations)"
Oguz Kanca,Texas Children's Hospital,US,"Genetics and Neurodevelopmental Disorders
Genomics and Rare Diseases
CRISPR and Genetic Engineering","Fluorescent fusion protein knockout mediated by anti-GFP nanobody (574 citations)
A gene-specific T2A-GAL4 library for Drosophila (390 citations)
An efficient CRISPR-based strategy to insert small and large fragments of DNA using short homology arms (182 citations)"
Olivier Lefèbvre,Université de Strasbourg,FR,"Cell Adhesion Molecules Research
Cancer Cells and Metastasis
Cellular Mechanics and Interactions","Gastric Mucosa Abnormalities and Tumorigenesis in Mice Lacking the pS2 Trefoil Protein (499 citations)
Hemodynamic Forces Tune the Arrest, Adhesion, and Extravasation of Circulating Tumor Cells (343 citations)
In Vivo Evidence That the Stromelysin-3 Metalloproteinase Contributes in a Paracrine Manner to Epithelial Cell Malignancy (290 citations)"
Omar Abdul‐Rahman,Presbyterian Hospital,US,"Prenatal Substance Exposure Effects
Genomic variations and chromosomal abnormalities
Genomics and Rare Diseases","Updated Clinical Guidelines for Diagnosing Fetal Alcohol Spectrum Disorders (893 citations)
Prevalence of Fetal Alcohol Spectrum Disorders in 4 US Communities (825 citations)
Prevalence and Characteristics of Fetal Alcohol Spectrum Disorders (570 citations)"
Orly Elpeleg,,,"Metabolism and Genetic Disorders
Mitochondrial Function and Pathology
Genomics and Rare Diseases","Mutant mitochondrial thymidine kinase in mitochondrial DNA depletion myopathy (627 citations)
The deoxyguanosine kinase gene is mutated in individuals with depleted hepatocerebral mitochondrial DNA (588 citations)
Deleterious Mutation in the Mitochondrial Arginyl–Transfer RNA Synthetase Gene Is Associated with Pontocerebellar Hypoplasia (335 citations)"
Ozan Dikilitas,Mayo Clinic in Arizona,US,"Genetic Associations and Epidemiology
Lipoproteins and Cardiovascular Health
Genomics and Rare Diseases","Large-scale genome-wide association study of coronary artery disease in genetically diverse populations (376 citations)
Genome-wide Modeling of Polygenic Risk Score in Colorectal Cancer Risk (231 citations)
Selection, optimization and validation of ten chronic disease polygenic risk scores for clinical implementation in diverse US populations (209 citations)"
Patricia A. Eng,,,"Genomic variations and chromosomal abnormalities
Congenital heart defects research
Chromosomal and Genetic Variations","Detection of clinically relevant exonic copy-number changes by array CGH (243 citations)
Insertional translocation detected using FISH confirmation of array‐comparative genomic hybridization (aCGH) results (167 citations)
Phenotypic spectrum and genotype–phenotype correlations of NRXN1 exon deletions (121 citations)"
Patricia A. Ward,,,"Genomics and Rare Diseases
Genomic variations and chromosomal abnormalities
Genetics and Neurodevelopmental Disorders","Clinical Whole-Exome Sequencing for the Diagnosis of Mendelian Disorders (2013 citations)
Molecular Findings Among Patients Referred for Clinical Whole-Exome Sequencing (1422 citations)
Length of uninterrupted CGG repeats determines instability in the FMR1 gene (483 citations)"
Patricia Dickson,Washington University in St. Louis,US,"Lysosomal Storage Disorders Research
Glycogen Storage Diseases and Myoclonus
Carbohydrate Chemistry and Synthesis","Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic, Version 2.2021, NCCN Clinical Practice Guidelines in Oncology (1128 citations)
NCCN Guidelines Insights: Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic, Version 1.2020 (516 citations)
C-Type Natriuretic Peptide Analogue Therapy in Children with Achondroplasia (227 citations)"
Patricia Hixson,St. Jude Children's Research Hospital,US,"Genomic variations and chromosomal abnormalities
Prenatal Screening and Diagnostics
Chromosomal and Genetic Variations","Detection of clinically relevant exonic copy-number changes by array CGH (243 citations)
Structural analysis of the full-length human LRRK2 (208 citations)
Combined array CGH plus SNP genome analyses in a single assay for optimized clinical testing (135 citations)"
P. Allard,Earth Observatory of Singapore,SG,"Geological and Geochemical Analysis
earthquake and tectonic studies
Geology and Paleoclimatology Research","Eruptive and diffuse emissions of CO2 from Mount Etna (550 citations)
Magmatic Gas Composition Reveals the Source Depth of Slug-Driven Strombolian Explosive Activity (344 citations)
Sulphur output and magma degassing budget of Stromboli volcano (344 citations)"
Patrizia Amati‐Bonneau,Université d'Angers,FR,"Mitochondrial Function and Pathology
ATP Synthase and ATPases Research
Metabolism and Genetic Disorders","OPA1 mutations induce mitochondrial DNA instability and optic atrophy 'plus' phenotypes (515 citations)
Multi-system neurological disease is common in patients with OPA1 mutations (449 citations)
Mutation of OPA1 causes dominant optic atrophy with external ophthalmoplegia, ataxia, deafness and multiple mitochondrial DNA deletions: a novel disorder of mtDNA maintenance (423 citations)"
Paul C. Marcogliese,University of Manitoba,CA,"Mitochondrial Function and Pathology
Parkinson's Disease Mechanisms and Treatments
Genetics and Neurodevelopmental Disorders","Neuronal ROS-induced glial lipid droplet formation is altered by loss of Alzheimer’s disease–associated genes (179 citations)
DJ-1 protects the nigrostriatal axis from the neurotoxin MPTP by modulation of the AKT pathway (170 citations)
Loss- or Gain-of-Function Mutations in ACOX1 Cause Axonal Loss via Different Mechanisms (168 citations)"
Paul Coucke,Center for Human Genetics,US,"Connective tissue disorders research
Dermatological and Skeletal Disorders
Skin and Cellular Biology Research","A syndrome of altered cardiovascular, craniofacial, neurocognitive and skeletal development caused by mutations in TGFBR1 or TGFBR2 (1790 citations)
Aneurysm Syndromes Caused by Mutations in the TGF-β Receptor (1657 citations)
Consortium for osteogenesis imperfecta mutations in the helical domain of type I collagen: regions rich in lethal mutations align with collagen binding sites for integrins and proteoglycans (783 citations)"
Paul G. Fisher,,,"Glioma Diagnosis and Treatment
Childhood Cancer Survivors' Quality of Life
Neuroblastoma Research and Treatments","GD2-CAR T cell therapy for H3K27M-mutated diffuse midline gliomas (820 citations)
The Taverna workflow suite: designing and executing workflows of Web Services on the desktop, web or in the cloud (685 citations)
Selumetinib in paediatric patients with BRAF-aberrant or neurofibromatosis type 1-associated recurrent, refractory, or progressive low-grade glioma: a multicentre, phase 2 trial (510 citations)"
Paul J. Benke,University College London,GB,"Metabolism and Genetic Disorders
Genomics and Rare Diseases
Genomic variations and chromosomal abnormalities","Retinoic Acid Embryopathy (1947 citations)
High Rate of Recurrent De Novo Mutations in Developmental and Epileptic Encephalopathies (465 citations)
Reanalysis of Clinical Exome Sequencing Data (306 citations)"
Paul K. Crane,Alzheimer’s Disease Neuroimaging Initiative,US,"Dementia and Cognitive Impairment Research
Alzheimer's disease research and treatments
Genetic Associations and Epidemiology","Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease (4700 citations)
Genetic meta-analysis of diagnosed Alzheimer’s disease identifies new risk loci and implicates Aβ, tau, immunity and lipid processing (3267 citations)
New insights into the genetic etiology of Alzheimer’s disease and related dementias (2597 citations)"
Stephen R. Forrest,University of Michigan,US,"Organic Electronics and Photovoltaics
Organic Light-Emitting Diodes Research
Conducting polymers and applications","Highly efficient phosphorescent emission from organic electroluminescent devices (7227 citations)
The path to ubiquitous and low-cost organic electronic appliances on plastic (5176 citations)
Nearly 100% internal phosphorescence efficiency in an organic light-emitting device (3457 citations)"
Paul S. Appelbaum,Columbia University,US,"Healthcare Decision-Making and Restraints
Ethics in Clinical Research
Mental Health and Psychiatry","Violence by People Discharged From Acute Psychiatric Inpatient Facilities and by Others in the Same Neighborhoods (1448 citations)
Assessment of Patients' Competence to Consent to Treatment (1414 citations)
Assessing Patients' Capacities to Consent to Treatment (1412 citations)"
Paulien A. Terhal,University Medical Center Utrecht,NL,"Genomics and Rare Diseases
Genetics and Neurodevelopmental Disorders
Genomic variations and chromosomal abnormalities","Mutations in genes encoding the cadherin receptor-ligand pair DCHS1 and FAT4 disrupt cerebral cortical development (294 citations)
An organelle-specific protein landscape identifies novel diseases and molecular mechanisms (261 citations)
Hypomethylation of the H19 Gene Causes Not Only Silver-Russell Syndrome (SRS) but Also Isolated Asymmetry or an SRS-Like Phenotype (214 citations)"
Paweł Stankiewicz,Baylor Genetics,US,"Genomic variations and chromosomal abnormalities
Chromosomal and Genetic Variations
Genomics and Rare Diseases","Structural Variation in the Human Genome and its Role in Disease (1234 citations)
Genome architecture, rearrangements and genomic disorders (930 citations)
Whole-Genome Sequencing in a Patient with Charcot–Marie–Tooth Neuropathy (766 citations)"
Pedro J. Caraballo,Mayo Clinic in Arizona,US,"Pharmacogenetics and Drug Metabolism
Genomics and Rare Diseases
Machine Learning in Healthcare","Preemptive Genotyping for Personalized Medicine: Design of the Right Drug, Right Dose, Right Time—Using Genomic Data to Individualize Treatment Protocol (306 citations)
Preemptive Pharmacogenomic Testing for Precision Medicine (200 citations)
Institution-Wide QT Alert System Identifies Patients With a High Risk of Mortality (167 citations)"
Pedro Mancías,Office of Multidisciplinary Activities,US,"Hereditary Neurological Disorders
Neurogenetic and Muscular Disorders Research
Muscle Physiology and Disorders","Mutations in the early growth response 2 (EGR2) gene are associated with hereditary myelinopathies (495 citations)
Molecular mechanism for distinct neurological phenotypes conveyed by allelic truncating mutations (427 citations)
Reanalysis of Clinical Exome Sequencing Data (306 citations)"
Pei-Tseng Lee,Texas Children's Hospital,US,"Neurobiology and Insect Physiology Research
CRISPR and Genetic Engineering
Invertebrate Immune Response Mechanisms","A library of MiMICs allows tagging of genes and reversible, spatial and temporal knockdown of proteins in Drosophila (469 citations)
A gene-specific T2A-GAL4 library for Drosophila (390 citations)
RNA Polymerase I Transcribes Procyclin Genes and Variant Surface Glycoprotein Gene Expression Sites in Trypanosoma brucei (243 citations)"
Pengfei Liu,Spallation Neutron Source,,"Advancements in Battery Materials
2D Materials and Applications
Advanced Thermoelectric Materials and Devices","Strain engineering in perovskite solar cells and its impacts on carrier dynamics (1043 citations)
Challenges and Recent Advances in High Capacity Li‐Rich Cathode Materials for High Energy Density Lithium‐Ion Batteries (635 citations)
Interfacial Residual Stress Relaxation in Perovskite Solar Cells with Improved Stability (500 citations)"
Peter M. van Hasselt,Wilhelmina Children's Hospital,NL,"Lysosomal Storage Disorders Research
Metabolism and Genetic Disorders
Glycogen Storage Diseases and Myoclonus","Prime editing for functional repair in patient-derived disease models (238 citations)
Mutations in the phospholipid remodeling gene SERAC1 impair mitochondrial function and intracellular cholesterol trafficking and cause dystonia and deafness (209 citations)
Effectiveness of whole-exome sequencing and costs of the traditional diagnostic trajectory in children with intellectual disability (189 citations)"
Peter T. Pham,Houston Medical Center,US,"Data Analysis with R
Computational and Text Analysis Methods
Big Data Technologies and Applications","Learning Word Vectors for Sentiment Analysis (3286 citations)
Unsupervised feature learning for audio classification using convolutional deep belief networks (941 citations)
Large Movie Review Dataset (11 citations)"
Philip M. Boone,,,"Genomics and Rare Diseases
Genomic variations and chromosomal abnormalities
Genomics and Chromatin Dynamics","A cross-disorder dosage sensitivity map of the human genome (380 citations)
Primary immunodeficiency diseases: Genomic approaches delineate heterogeneous Mendelian disorders (283 citations)
Detection of clinically relevant exonic copy-number changes by array CGH (243 citations)"
Philippe M. Campeau,Université de Montréal,CA,"Genetics and Neurodevelopmental Disorders
Genomics and Rare Diseases
Connective tissue disorders research","High Rate of Recurrent De Novo Mutations in Developmental and Epileptic Encephalopathies (465 citations)
Mesenchymal Stromal Cells Ameliorate Experimental Autoimmune Encephalomyelitis by Inhibiting CD4 Th17 T Cells in a CC Chemokine Ligand 2-Dependent Manner (385 citations)
WNT1 Mutations in Early-Onset Osteoporosis and Osteogenesis Imperfecta (357 citations)"
Pilar Magoulas,Texas Children's Hospital,US,"Genomics and Rare Diseases
Genomic variations and chromosomal abnormalities
Genetics and Neurodevelopmental Disorders","Use of Exome Sequencing for Infants in Intensive Care Units (439 citations)
Reanalysis of Clinical Exome Sequencing Data (306 citations)
Systemic primary carnitine deficiency: an overview of clinical manifestations, diagnosis, and management (245 citations)"
Precilla D’Souza,National Institute of Mental Health,US,"Lysosomal Storage Disorders Research
Genomics and Rare Diseases
Glycosylation and Glycoproteins Research","Thrombotic microangiopathy following systemic AAV administration is dependent on anti-capsid antibodies (143 citations)
De novo variants in the RNU4-2 snRNA cause a frequent neurodevelopmental syndrome (131 citations)
Randomized, Controlled Trial of Intravenous Immunoglobulin for Pediatric Autoimmune Neuropsychiatric Disorders Associated With Streptococcal Infections (124 citations)"
Hamid R. Sheikh,The University of Texas at Austin,US,"Image and Video Quality Assessment
Advanced Image Processing Techniques
Image and Signal Denoising Methods","Image quality assessment: from error visibility to structural similarity (58082 citations)
Image information and visual quality (4109 citations)
A Statistical Evaluation of Recent Full Reference Image Quality Assessment Algorithms (3015 citations)"
Rachel L. Eastwood,University of Calgary,CA,"HIV/AIDS drug development and treatment
HIV Research and Treatment
Chemical Synthesis and Analysis","The Undiagnosed Diseases Network: Accelerating Discovery about Health and Disease (190 citations)
1-Amido-1-phenyl-3-piperidinylbutanes – CCR5 antagonists for the treatment of HIV: Part 2 (27 citations)
The design and discovery of novel amide CCR5 antagonists (21 citations)"
Rachel Ramoni,Kaiser Permanente Washington Health Research Institute,US,"Electronic Health Records Systems
Genetic Associations and Epidemiology
Biomedical Text Mining and Ontologies","SMART on FHIR: a standards-based, interoperable apps platform for electronic health records (851 citations)
Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis (819 citations)
Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program (410 citations)"
Radoje Drmanac,San Jose State University,US,"Genomics and Phylogenetic Studies
Cancer Genomics and Diagnostics
Advanced biosensing and bioanalysis techniques","Human Genome Sequencing Using Unchained Base Reads on Self-Assembling DNA Nanoarrays (1258 citations)
Analysis of Genetic Inheritance in a Family Quartet by Whole-Genome Sequencing (1127 citations)
Genome dynamics of the human embryonic kidney 293 lineage in response to cell biology manipulations (605 citations)"
Raffaele Lodi,University of Bologna,IT,"Mitochondrial Function and Pathology
Advanced MRI Techniques and Applications
Genetic Neurodegenerative Diseases","Oxidative stress, mitochondrial dysfunction and cellular stress response in Friedreich's ataxia (407 citations)
Deficit of in vivo mitochondrial ATP production in patients with Friedreich ataxia (352 citations)
Abnormal in vivo skeletal muscle energy metabolism in Huntington's disease and dentatorubropallidoluysian atrophy (250 citations)"
Ragan Hart,,,"Genomics and Rare Diseases
BRCA gene mutations in cancer
Cancer Genomics and Diagnostics","Performance of ACMG-AMP Variant-Interpretation Guidelines among Nine Laboratories in the Clinical Sequencing Exploratory Research Consortium (590 citations)
Actionable exomic incidental findings in 6503 participants: challenges of variant classification (375 citations)
The Clinical Sequencing Evidence-Generating Research Consortium: Integrating Genomic Sequencing in Diverse and Medically Underserved Populations (167 citations)"
Rajarshi Ghosh,Mission Hospital Durgapur,IN,"Metal complexes synthesis and properties
X-ray Diffraction in Crystallography
Crystallization and Solubility Studies","IRE1α Induces Thioredoxin-Interacting Protein to Activate the NLRP3 Inflammasome and Promote Programmed Cell Death under Irremediable ER Stress (844 citations)
Allosteric Inhibition of the IRE1α RNase Preserves Cell Viability and Function during Endoplasmic Reticulum Stress (491 citations)
Wolfram syndrome 1 gene negatively regulates ER stress signaling in rodent and human cells (412 citations)"
Rami Al‐Ouran,Al Hussein Technical University,JO,"Alzheimer's disease research and treatments
Bioinformatics and Genomic Networks
RNA Research and Splicing","Meta-Analysis of the Alzheimer’s Disease Human Brain Transcriptome and Functional Dissection in Mouse Models (340 citations)
The bone microenvironment invigorates metastatic seeds for further dissemination (251 citations)
MARRVEL: Integration of Human and Model Organism Genetic Resources to Facilitate Functional Annotation of the Human Genome (228 citations)"
Raphaël Carapito,Université de Strasbourg,FR,"Immune Cell Function and Interaction
Cell Adhesion Molecules Research
Immunodeficiency and Autoimmune Disorders","Hemodynamic Forces Tune the Arrest, Adhesion, and Extravasation of Circulating Tumor Cells (343 citations)
The risk of COVID-19 death is much greater and age dependent with type I IFN autoantibodies (198 citations)
Mutations in signal recognition particle SRP54 cause syndromic neutropenia with Shwachman-Diamond–like features (175 citations)"
Rebecca C. Spillmann,Pediatrics and Genetics,US,"Genomics and Rare Diseases
Genetics and Neurodevelopmental Disorders
RNA Research and Splicing","Whole-exome sequencing in undiagnosed genetic diseases: interpreting 119 trios (351 citations)
MARRVEL: Integration of Human and Model Organism Genetic Resources to Facilitate Functional Annotation of the Human Genome (228 citations)
Quinidine in the treatment of KCNT 1‐positive epilepsies (226 citations)"
Rebecca Schüle,University of Tübingen,DE,"Hereditary Neurological Disorders
Genetic Neurodegenerative Diseases
Neurological diseases and metabolism","Genome-wide Analyses Identify KIF5A as a Novel ALS Gene (725 citations)
Hereditary spastic paraplegia: Clinicogenetic lessons from 608 patients (322 citations)
The Spastic Paraplegia Rating Scale (SPRS) (313 citations)"
Regis A. James,Institute of Molecular Biology and Biophysics,RU,"Genomics and Rare Diseases
Genetic Associations and Epidemiology
Biomedical Text Mining and Ontologies","Resolution of Disease Phenotypes Resulting from Multilocus Genomic Variation (803 citations)
Molecular diagnostic experience of whole-exome sequencing in adult patients (250 citations)
Parent of Origin, Mosaicism, and Recurrence Risk: Probabilistic Modeling Explains the Broken Symmetry of Transmission Genetics (137 citations)"
Rena A. Godfrey,Office of the Director,US,"Genomics and Rare Diseases
Genetics and Neurodevelopmental Disorders
RNA regulation and disease","The National Institutes of Health Undiagnosed Diseases Program: insights into rare diseases (296 citations)
MARRVEL: Integration of Human and Model Organism Genetic Resources to Facilitate Functional Annotation of the Human Genome (228 citations)
The Undiagnosed Diseases Network: Accelerating Discovery about Health and Disease (190 citations)"
Rex L. Chisholm,Northwestern University,US,"Cellular Mechanics and Interactions
Genomics and Rare Diseases
Genetic Associations and Epidemiology","The Gene Ontology resource: enriching a GOld mine (3986 citations)
The Gene Ontology knowledgebase in 2023 (2843 citations)
A genomic mutational constraint map using variation in 76,156 human genomes (1426 citations)"
Richard A. Gibbs,Baylor Genetics,US,"Genomics and Rare Diseases
Genomics and Phylogenetic Studies
Genetic Associations and Epidemiology","Initial sequencing and analysis of the human genome (24723 citations)
A global reference for human genetic variation (20396 citations)
Integrated genomic analyses of ovarian carcinoma (8246 citations)"
Richard A. Lewis,Texas Children's Hospital,US,"Glaucoma and retinal disorders
Retinal Development and Disorders
Retinal Diseases and Treatments","A photoreceptor cell-specific ATP-binding transporter gene (ABCR) is mutated in recessive Starqardt macular dystrophy (1442 citations)
Mutation of the Stargardt Disease Gene ( ABCR ) in Age-Related Macular Degeneration (881 citations)
Genomic rearrangement in NEMO impairs NF-κB activation and is a cause of incontinentia pigmenti (750 citations)"
Richard Person,GenVec,US,"Genomics and Rare Diseases
Genetics and Neurodevelopmental Disorders
Genomic variations and chromosomal abnormalities","Clinical Whole-Exome Sequencing for the Diagnosis of Mendelian Disorders (2013 citations)
Molecular Findings Among Patients Referred for Clinical Whole-Exome Sequencing (1422 citations)
Prader-Willi phenotype caused by paternal deficiency for the HBII-85 C/D box small nucleolar RNA cluster (670 citations)"
Rikke S. Møller,Epilepsy Foundation,AU,"Genomics and Rare Diseases
Genetics and Neurodevelopmental Disorders
Epilepsy research and treatment","Analysis of shared heritability in common disorders of the brain (2052 citations)
Targeted resequencing in epileptic encephalopathies identifies de novo mutations in CHD2 and SYNGAP1 (705 citations)
Genetic and phenotypic heterogeneity suggest therapeutic implications in SCN2A-related disorders (600 citations)"
Rita Guerreiro,Regeneron (United States),US,"Alzheimer's disease research and treatments
Parkinson's Disease Mechanisms and Treatments
Genomics and Rare Diseases","A Hexanucleotide Repeat Expansion in C9ORF72 Is the Cause of Chromosome 9p21-Linked ALS-FTD (4530 citations)
Genome-wide association study identifies variants at CLU and PICALM associated with Alzheimer's disease (3414 citations)
Genetic meta-analysis of diagnosed Alzheimer’s disease identifies new risk loci and implicates Aβ, tau, immunity and lipid processing (3267 citations)"
Rizwan Hamid,Vanderbilt University Medical Center,US,"Pulmonary Hypertension Research and Treatments
Genomics and Rare Diseases
Urinary Bladder and Prostate Research","A copy number variation morbidity map of developmental delay (1426 citations)
Comprehensive Evaluation of the Child With Intellectual Disability or Global Developmental Delays (606 citations)
Effect of Genetic Diagnosis on Patients with Previously Undiagnosed Disease (380 citations)"
Robert B. Hufnagel,Hawaii Permanente Medical Group,US,"Retinal Development and Disorders
Retinal Diseases and Treatments
Ocular Disorders and Treatments","Mutations in SLC25A46, encoding a UGO1-like protein, cause an optic atrophy spectrum disorder (208 citations)
TAF1 Variants Are Associated with Dysmorphic Features, Intellectual Disability, and Neurological Manifestations (130 citations)
Neuropathy target esterase impairments cause Oliver–McFarlane and Laurence–Moon syndromes (125 citations)"
Robert C. Green,Mass General Brigham,US,"Genomics and Rare Diseases
BRCA gene mutations in cancer
Dementia and Cognitive Impairment Research","Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease (4700 citations)
The Alzheimer's disease neuroimaging initiative (ADNI): MRI methods (4468 citations)
Genetic meta-analysis of diagnosed Alzheimer’s disease identifies new risk loci and implicates Aβ, tau, immunity and lipid processing (3267 citations)"
Robert K. Lark,National Patient Safety Foundation,US,"Scoliosis diagnosis and treatment
Spinal Fractures and Fixation Techniques
Spine and Intervertebral Disc Pathology","Bone Density and Metabolism in Children and Adolescents With Moderate to Severe Cerebral Palsy (382 citations)
Bisphosphonates to treat osteopenia in children with quadriplegic cerebral palsy: A randomized, placebo-controlled clinical trial (221 citations)
Efficacy of Pamidronate for Osteoporosis in Patients with Cystic Fibrosis following Lung Transplantation (168 citations)"
